chr,start,end,strand,name,id
chr2,218341916,218341938,+,"hsa-miR-6810-5p","MI0022655"
chr2,218341958,218341980,+,"hsa-miR-6810-3p","MI0022655"
chr2,218402657,218402677,+,"hsa-miR-26b-5p","MI0000084"
chr2,218402692,218402712,+,"hsa-miR-26b-3p","MI0000084"
chr2,218823092,218823110,+,"hsa-miR-9500","MI0029185"
chr2,219001648,219001669,-,"hsa-miR-375-3p","MI0000783"
chr2,219001682,219001704,-,"hsa-miR-375-5p","MI0000783"
chr2,219058725,219058747,-,"hsa-miR-3131","MI0014151"
chr2,219294126,219294147,-,"hsa-miR-153-3p","MI0000463"
chr2,219549117,219549140,-,"hsa-miR-3132","MI0014152"
chr2,219906512,219906532,-,"hsa-miR-4268","MI0015874"
chr2,225010516,225010537,-,"hsa-miR-4439","MI0016782"
chr2,226658720,226658741,-,"hsa-miR-5702","MI0019309"
chr2,227472162,227472179,+,"hsa-miR-5703","MI0019310"
chr2,231362723,231362744,+,"hsa-miR-4777-5p","MI0017421"
chr2,231362764,231362785,+,"hsa-miR-4777-3p","MI0017421"
chr2,231713368,231713393,+,"hsa-miR-1244","MI0006379"
chr2,231892277,231892298,-,"hsa-miR-1471","MI0007076"
chr2,232172713,232172732,+,"hsa-miR-562","MI0003568"
chr2,232550530,232550553,-,"hsa-miR-5001-5p","MI0017867"
chr2,232550493,232550514,-,"hsa-miR-5001-3p","MI0017867"
chr2,237510932,237510953,+,"hsa-miR-6811-5p","MI0022656"
chr2,237510968,237510988,+,"hsa-miR-6811-3p","MI0022656"
chr2,239068829,239068850,-,"hsa-miR-4440","MI0016783"
chr2,239085828,239085844,-,"hsa-miR-4441","MI0016784"
chr2,239305472,239305492,+,"hsa-miR-4269","MI0015875"
chr2,239351771,239351793,-,"hsa-miR-2467-5p","MI0017432"
chr2,239351732,239351753,-,"hsa-miR-2467-3p","MI0017432"
chr2,239943063,239943084,-,"hsa-miR-4786-5p","MI0017433"
chr2,239943023,239943044,-,"hsa-miR-4786-3p","MI0017433"
chr2,240456015,240456037,+,"hsa-miR-149-5p","MI0000478"
chr2,240456056,240456076,+,"hsa-miR-149-3p","MI0000478"
chr2,241477914,241477935,+,"hsa-miR-3133","MI0014153"
chr20,1392940,1392961,-,"hsa-miR-6869-5p","MI0022716"
chr20,1392904,1392924,-,"hsa-miR-6869-3p","MI0022716"
chr20,2652779,2652803,+,"hsa-miR-1292-5p","MI0006433"
chr20,2652819,2652838,+,"hsa-miR-1292-3p","MI0006433"
chr20,3917504,3917526,+,"hsa-miR-103a-2-5p","MI0000108"
chr20,3917541,3917563,+,"hsa-miR-103a-3p","MI0000108"
chr20,3917541,3917563,-,"hsa-miR-103b","MI0007262"
chr20,7371618,7371638,+,"hsa-miR-8062","MI0025898"
chr20,10649672,10649690,-,"hsa-miR-6870-5p","MI0022717"
chr20,10649636,10649657,-,"hsa-miR-6870-3p","MI0022717"
chr20,18470624,18470646,+,"hsa-miR-3192-5p","MI0014237"
chr20,18470662,18470682,+,"hsa-miR-3192-3p","MI0014237"
chr20,26208243,26208264,-,"hsa-miR-663a","MI0003672"
chr20,31607186,31607207,+,"hsa-miR-3193","MI0014238"
chr20,32237830,32237847,+,"hsa-miR-1825","MI0008193"
chr20,34049128,34049149,+,"hsa-miR-4755-5p","MI0017395"
chr20,34049162,34049183,+,"hsa-miR-4755-3p","MI0017395"
chr20,34466385,34466403,+,"hsa-miR-644a","MI0003659"
chr20,34990408,34990428,+,"hsa-miR-499a-5p","MI0003183"
chr20,34990445,34990466,+,"hsa-miR-499a-3p","MI0003183"
chr20,34990443,34990463,-,"hsa-miR-499b-5p","MI0017396"
chr20,34990406,34990427,-,"hsa-miR-499b-3p","MI0017396"
chr20,35453990,35454012,-,"hsa-miR-1289","MI0006350"
chr20,38516607,38516628,+,"hsa-miR-548o-3p","MI0016746"
chr20,38516569,38516590,+,"hsa-miR-548o-5p","MI0016746"
chr20,41169028,41169049,+,"hsa-miR-6871-5p","MI0022718"
chr20,41169057,41169078,+,"hsa-miR-6871-3p","MI0022718"
chr20,44408177,44408198,+,"hsa-miR-3646","MI0016046"
chr20,45425515,45425539,+,"hsa-miR-6812-5p","MI0022657"
chr20,45425553,45425573,+,"hsa-miR-6812-3p","MI0022657"
chr20,45705150,45705171,-,"hsa-miR-3617-5p","MI0016007"
chr20,45705109,45705131,-,"hsa-miR-3617-3p","MI0016007"
chr20,47166985,47167006,+,"hsa-miR-3616-5p","MI0016006"
chr20,47167026,47167048,+,"hsa-miR-3616-3p","MI0016006"
chr20,49863869,49863893,+,"hsa-miR-12122","MI0039724"
chr20,50585846,50585864,+,"hsa-miR-645","MI0003660"
chr20,50614689,50614709,-,"hsa-miR-1302","MI0006366"
chr20,51452948,51452968,-,"hsa-miR-3194-5p","MI0014239"
chr20,51452912,51452933,-,"hsa-miR-3194-3p","MI0014239"
chr20,54068452,54068474,-,"hsa-miR-4756-5p","MI0017397"
chr20,54068418,54068439,-,"hsa-miR-4756-3p","MI0017397"
chr20,57321564,57321581,-,"hsa-miR-4325","MI0015865"
chr20,58817661,58817681,-,"hsa-miR-296-5p","MI0000747"
chr20,58817626,58817647,-,"hsa-miR-296-3p","MI0000747"
chr20,58818280,58818303,-,"hsa-miR-298","MI0005523"
chr20,60308534,60308552,+,"hsa-miR-646","MI0003661"
chr20,60478119,60478140,+,"hsa-miR-4533","MI0016900"
chr20,60564565,60564585,+,"hsa-miR-548ag","MI0016794"
chr20,61953621,61953641,-,"hsa-miR-1257","MI0006391"
chr20,62064812,62064828,+,"hsa-miR-3195","MI0014240"
chr20,62332534,62332556,-,"hsa-miR-4758-5p","MI0017399"
chr20,62332490,62332512,-,"hsa-miR-4758-3p","MI0017399"
chr20,62554351,62554372,+,"hsa-miR-1-3p","MI0000651"
chr20,62554312,62554333,+,"hsa-miR-1-5p","MI0000651"
chr20,62564970,62564991,+,"hsa-miR-133a-3p","MI0000451"
chr20,62564933,62564954,+,"hsa-miR-133a-5p","MI0000451"
chr20,63178514,63178535,+,"hsa-miR-124-5p","MI0000445"
chr20,63178552,63178573,+,"hsa-miR-124-3p","MI0000445"
chr20,63238788,63238805,+,"hsa-miR-3196","MI0014241"
chr20,63286818,63286837,+,"hsa-miR-4326","MI0015866"
chr20,63919495,63919517,+,"hsa-miR-941","MI0005763"
chr20,63919551,63919573,+,"hsa-miR-941","MI0005764"
chr20,63919607,63919629,+,"hsa-miR-941","MI0005765"
chr20,63919802,63919824,+,"hsa-miR-941","MI0005766"
chr20,63919914,63919936,+,"hsa-miR-941","MI0031520"
chr20,63941511,63941532,-,"hsa-miR-1914-5p","MI0008335"
chr20,63941474,63941495,-,"hsa-miR-1914-3p","MI0008335"
chr20,63942691,63942711,-,"hsa-miR-647","MI0003662"
chr20,64076983,64077005,-,"hsa-miR-6813-5p","MI0022658"
chr20,64076955,64076975,-,"hsa-miR-6813-3p","MI0022658"
chr21,6859224,6859246,+,"hsa-miR-8069","MI0025905"
chr21,8205325,8205347,+,"hsa-miR-6724-5p","MI0022559"
chr21,8206563,8206582,+,"hsa-miR-10401-5p","MI0033425"
chr21,8206598,8206618,+,"hsa-miR-10401-3p","MI0033425"
chr21,8208500,8208520,+,"hsa-miR-3648","MI0016048"
chr21,8249515,8249537,+,"hsa-miR-6724-5p","MI0031516"
chr21,8250772,8250791,+,"hsa-miR-10401-5p","MI0033425"
chr21,8250807,8250827,+,"hsa-miR-10401-3p","MI0033425"
chr21,8388372,8388394,+,"hsa-miR-6724-5p","MI0031517"
chr21,8389610,8389629,+,"hsa-miR-10401-5p","MI0033425"
chr21,8389645,8389665,+,"hsa-miR-10401-3p","MI0033425"
chr21,8432540,8432562,+,"hsa-miR-6724-5p","MI0031518"
chr21,8433797,8433816,+,"hsa-miR-10401-5p","MI0033425"
chr21,8433832,8433852,+,"hsa-miR-10401-3p","MI0033425"
chr21,8436324,8436343,+,"hsa-miR-10396b-5p","MI0033426"
chr21,8436353,8436374,+,"hsa-miR-10396b-3p","MI0033426"
chr21,8987026,8987046,+,"hsa-miR-3648","MI0031512"
chr21,8987617,8987635,+,"hsa-miR-10396a-5p","MI0033420"
chr21,8987645,8987665,+,"hsa-miR-10396a-3p","MI0033420"
chr21,13406431,13406452,-,"hsa-miR-3156-5p","MI0014242"
chr21,13644784,13644806,-,"hsa-miR-3118","MI0014131"
chr21,13724242,13724264,+,"hsa-miR-8069","MI0031519"
chr21,16539101,16539122,+,"hsa-miR-99a-5p","MI0000101"
chr21,16539138,16539159,+,"hsa-miR-99a-3p","MI0000101"
chr21,16539838,16539859,+,"hsa-let-7c-5p","MI0000064"
chr21,16539883,16539904,+,"hsa-let-7c-3p","MI0000064"
chr21,16590253,16590274,+,"hsa-miR-125b-5p","MI0000470"
chr21,16590290,16590311,+,"hsa-miR-125b-2-3p","MI0000470"
chr21,18686100,18686119,-,"hsa-miR-548x-3p","MI0014244"
chr21,18686135,18686157,-,"hsa-miR-548x-5p","MI0014244"
chr21,23079354,23079372,+,"hsa-miR-6130","MI0021275"
chr21,25573983,25574006,+,"hsa-miR-155-5p","MI0000681"
chr21,25574022,25574043,+,"hsa-miR-155-3p","MI0000681"
chr21,26953965,26953985,+,"hsa-miR-4759","MI0017400"
chr21,30375350,30375368,-,"hsa-miR-4327","MI0015867"
chr21,33550664,33550685,+,"hsa-miR-6501-5p","MI0022213"
chr21,33550705,33550727,+,"hsa-miR-6501-3p","MI0022213"
chr21,35720732,35720754,+,"hsa-miR-802","MI0003906"
chr21,39447014,39447034,+,"hsa-miR-6508-5p","MI0022220"
chr21,39447046,39447067,+,"hsa-miR-6508-3p","MI0022220"
chr21,40212401,40212422,-,"hsa-miR-4760-5p","MI0017401"
chr21,40212359,40212380,-,"hsa-miR-4760-3p","MI0017401"
chr21,41167564,41167586,+,"hsa-miR-3197","MI0014245"
chr21,41746815,41746836,-,"hsa-miR-6814-5p","MI0022659"
chr21,41746772,41746793,-,"hsa-miR-6814-3p","MI0022659"
chr21,42950986,42951005,-,"hsa-miR-5692b","MI0019311"
chr21,43609953,43609971,-,"hsa-miR-6070","MI0020347"
chr21,45478271,45478293,+,"hsa-miR-6815-5p","MI0022660"
chr21,45478306,45478326,+,"hsa-miR-6815-3p","MI0022660"
chr22,17764190,17764211,-,"hsa-miR-3198","MI0014246"
chr22,17980928,17980946,-,"hsa-miR-648","MI0003663"
chr22,19963755,19963775,+,"hsa-miR-4761-5p","MI0017402"
chr22,19963814,19963834,+,"hsa-miR-4761-3p","MI0017402"
chr22,20033153,20033174,+,"hsa-miR-185-5p","MI0000482"
chr22,20033188,20033209,+,"hsa-miR-185-3p","MI0000482"
chr22,20085797,20085818,+,"hsa-miR-3618","MI0016008"
chr22,20086112,20086129,+,"hsa-miR-1306-3p","MI0006443"
chr22,20086072,20086093,+,"hsa-miR-1306-5p","MI0006443"
chr22,20114726,20114746,-,"hsa-miR-6816-5p","MI0022661"
chr22,20114693,20114710,-,"hsa-miR-6816-3p","MI0022661"
chr22,20249145,20249165,-,"hsa-miR-1286","MI0006348"
chr22,21034191,21034212,-,"hsa-miR-649","MI0003664"
chr22,21653025,21653047,+,"hsa-miR-301b-3p","MI0005568"
chr22,21652990,21653011,+,"hsa-miR-301b-5p","MI0005568"
chr22,21653316,21653336,+,"hsa-miR-130b-5p","MI0000748"
chr22,21653354,21653375,+,"hsa-miR-130b-3p","MI0000748"
chr22,22822791,22822811,+,"hsa-miR-650","MI0003665"
chr22,22886291,22886311,+,"hsa-miR-5571-5p","MI0019115"
chr22,22886331,22886349,+,"hsa-miR-5571-3p","MI0019115"
chr22,25455651,25455674,+,"hsa-miR-6817-5p","MI0022662"
chr22,25455692,25455710,+,"hsa-miR-6817-3p","MI0022662"
chr22,26555274,26555295,-,"hsa-miR-548j-5p","MI0006345"
chr22,26555239,26555259,-,"hsa-miR-548j-3p","MI0006345"
chr22,27920581,27920603,-,"hsa-miR-3199","MI0014247"
chr22,27920535,27920557,+,"hsa-miR-3199","MI0014248"
chr22,28459925,28459944,+,"hsa-miR-5739","MI0019412"
chr22,30007054,30007075,+,"hsa-miR-6818-5p","MI0022663"
chr22,30007092,30007113,+,"hsa-miR-6818-3p","MI0022663"
chr22,30731569,30731590,+,"hsa-miR-3200-5p","MI0014249"
chr22,30731610,30731631,+,"hsa-miR-3200-3p","MI0014249"
chr22,31160062,31160083,-,"hsa-miR-3928-3p","MI0016438"
chr22,31160095,31160117,-,"hsa-miR-3928-5p","MI0016438"
chr22,31621506,31621526,-,"hsa-miR-7109-5p","MI0022960"
chr22,31621473,31621494,-,"hsa-miR-7109-3p","MI0022960"
chr22,33436640,33436660,-,"hsa-miR-4764-5p","MI0017405"
chr22,33436588,33436609,-,"hsa-miR-4764-3p","MI0017405"
chr22,35335710,35335731,+,"hsa-miR-3909","MI0016413"
chr22,35336768,35336788,-,"hsa-miR-6069","MI0020346"
chr22,36286881,36286902,-,"hsa-miR-6819-5p","MI0022664"
chr22,36286847,36286867,-,"hsa-miR-6819-3p","MI0022664"
chr22,37844287,37844311,-,"hsa-miR-658","MI0003682"
chr22,37847693,37847714,-,"hsa-miR-659-3p","MI0003683"
chr22,37847732,37847753,-,"hsa-miR-659-5p","MI0003683"
chr22,37967568,37967586,+,"hsa-miR-6820-5p","MI0022665"
chr22,37967603,37967624,+,"hsa-miR-6820-3p","MI0022665"
chr22,37988829,37988845,+,"hsa-miR-4534","MI0016901"
chr22,40813927,40813947,-,"hsa-miR-4766-5p","MI0017407"
chr22,40813893,40813913,-,"hsa-miR-4766-3p","MI0017407"
chr22,41092545,41092561,+,"hsa-miR-1281","MI0006428"
chr22,41253023,41253045,-,"hsa-miR-6889-5p","MI0022736"
chr22,41252992,41253011,-,"hsa-miR-6889-3p","MI0022736"
chr22,41900949,41900969,+,"hsa-miR-33a-5p","MI0000091"
chr22,41900989,41901010,+,"hsa-miR-33a-3p","MI0000091"
chr22,41923271,41923291,-,"hsa-miR-378i","MI0016902"
chr22,45200958,45200979,-,"hsa-miR-1249-3p","MI0006384"
chr22,45200993,45201016,-,"hsa-miR-1249-5p","MI0006384"
chr22,45760532,45760552,+,"hsa-miR-4762-5p","MI0017403"
chr22,45760572,45760593,+,"hsa-miR-4762-3p","MI0017403"
chr22,46091059,46091080,+,"hsa-miR-3619-5p","MI0016009"
chr22,46091090,46091111,+,"hsa-miR-3619-3p","MI0016009"
chr22,46112752,46112773,+,"hsa-let-7a-5p","MI0000062"
chr22,46112800,46112820,+,"hsa-let-7a-3p","MI0000062"
chr22,46113584,46113604,+,"hsa-miR-4763-5p","MI0017404"
chr22,46113624,46113647,+,"hsa-miR-4763-3p","MI0017404"
chr22,46113691,46113712,+,"hsa-let-7b-5p","MI0000063"
chr22,46113745,46113766,+,"hsa-let-7b-3p","MI0000063"
chr22,48274364,48274380,+,"hsa-miR-3201","MI0014250"
chr22,48780331,48780347,+,"hsa-miR-4535","MI0016903"
chr22,49543437,49543458,-,"hsa-miR-3667-5p","MI0016068"
chr22,49543401,49543422,-,"hsa-miR-3667-3p","MI0016068"
chr22,49962866,49962888,+,"hsa-miR-6821-5p","MI0022666"
chr22,49962919,49962939,+,"hsa-miR-6821-3p","MI0022666"
chr22,50407456,50407474,+,"hsa-miR-12114","MI0039716"
chr3,5250227,5250246,-,"hsa-miR-4790-5p","MI0017437"
chr3,5250180,5250201,-,"hsa-miR-4790-3p","MI0017437"
chr3,10280415,10280439,+,"hsa-miR-12127","MI0039729"
chr3,10330262,10330280,+,"hsa-miR-378b","MI0014154"
chr3,10394531,10394552,-,"hsa-miR-885-5p","MI0005560"
chr3,10394499,10394520,-,"hsa-miR-885-3p","MI0005560"
chr3,15496279,15496298,-,"hsa-miR-4270","MI0015878"
chr3,15697305,15697327,-,"hsa-miR-3134","MI0014155"
chr3,15873822,15873840,+,"hsa-miR-563","MI0003569"
chr3,16933196,16933217,+,"hsa-miR-3714","MI0016135"
chr3,19314907,19314924,-,"hsa-miR-4791","MI0017438"
chr3,20137574,20137595,+,"hsa-miR-3135a","MI0014156"
chr3,25664875,25664891,-,"hsa-miR-4442","MI0016785"
chr3,31161714,31161736,-,"hsa-miR-466","MI0014157"
chr3,32506342,32506362,-,"hsa-miR-548ay-5p","MI0022210"
chr3,32506305,32506326,-,"hsa-miR-548ay-3p","MI0022210"
chr3,35744527,35744547,+,"hsa-miR-128-3p","MI0000727"
chr3,35744490,35744512,+,"hsa-miR-128-2-5p","MI0000727"
chr3,37969413,37969434,+,"hsa-miR-26a-5p","MI0000083"
chr3,37969452,37969473,+,"hsa-miR-26a-1-3p","MI0000083"
chr3,39138211,39138230,+,"hsa-miR-6822-5p","MI0022667"
chr3,39138242,39138265,+,"hsa-miR-6822-3p","MI0022667"
chr3,44114234,44114256,+,"hsa-miR-138-5p","MI0000476"
chr3,44114274,44114295,+,"hsa-miR-138-1-3p","MI0000476"
chr3,44861903,44861921,+,"hsa-miR-564","MI0003570"
chr3,47849555,47849580,+,"hsa-miR-1226-5p","MI0006313"
chr3,47849608,47849629,+,"hsa-miR-1226-3p","MI0006313"
chr3,48196572,48196588,+,"hsa-miR-4443","MI0016786"
chr3,48316418,48316439,-,"hsa-miR-2115-5p","MI0010634"
chr3,48316381,48316402,-,"hsa-miR-2115-3p","MI0010634"
chr3,48549996,48550016,-,"hsa-miR-6823-5p","MI0022668"
chr3,48549961,48549981,-,"hsa-miR-6823-3p","MI0022668"
chr3,48578914,48578935,-,"hsa-miR-711","MI0012488"
chr3,48633672,48633693,-,"hsa-miR-6824-5p","MI0022669"
chr3,48633636,48633656,-,"hsa-miR-6824-3p","MI0022669"
chr3,48644239,48644262,-,"hsa-miR-4793-5p","MI0017440"
chr3,48644201,48644223,-,"hsa-miR-4793-3p","MI0017440"
chr3,49020199,49020221,-,"hsa-miR-425-5p","MI0001448"
chr3,49020159,49020180,-,"hsa-miR-425-3p","MI0001448"
chr3,49020672,49020694,-,"hsa-miR-191-5p","MI0000465"
chr3,49020631,49020652,-,"hsa-miR-191-3p","MI0000465"
chr3,49099889,49099909,-,"hsa-miR-6890-5p","MI0022737"
chr3,49099854,49099873,-,"hsa-miR-6890-3p","MI0022737"
chr3,49274158,49274176,+,"hsa-miR-4271","MI0015879"
chr3,49806165,49806186,-,"hsa-miR-5193","MI0018172"
chr3,50227438,50227457,+,"hsa-miR-5787","MI0019797"
chr3,50273241,50273260,+,"hsa-miR-6872-5p","MI0022719"
chr3,50273275,50273295,+,"hsa-miR-6872-3p","MI0022719"
chr3,50675093,50675114,+,"hsa-miR-4787-5p","MI0017434"
chr3,50675130,50675153,+,"hsa-miR-4787-3p","MI0017434"
chr3,52268336,52268357,-,"hsa-let-7g-5p","MI0000433"
chr3,52268280,52268300,-,"hsa-let-7g-3p","MI0000433"
chr3,52294270,52294292,-,"hsa-miR-135a-5p","MI0000452"
chr3,52294232,52294253,-,"hsa-miR-135a-3p","MI0000452"
chr3,52846523,52846542,-,"hsa-miR-8064","MI0025900"
chr3,55852515,55852536,-,"hsa-miR-3938","MI0016594"
chr3,60617837,60617858,-,"hsa-miR-548bb-5p","MI0029321"
chr3,60617815,60617836,-,"hsa-miR-548bb-3p","MI0029321"
chr3,67225500,67225517,+,"hsa-miR-4272","MI0015880"
chr3,69049004,69049026,-,"hsa-miR-3136-5p","MI0014158"
chr3,69048966,69048987,-,"hsa-miR-3136-3p","MI0014158"
chr3,71542039,71542060,-,"hsa-miR-1284","MI0006431"
chr3,75214518,75214535,+,"hsa-miR-4444","MI0019111"
chr3,75630823,75630846,+,"hsa-miR-1324","MI0006657"
chr3,75738290,75738307,+,"hsa-miR-4273","MI0015881"
chr3,79507937,79507958,+,"hsa-miR-3923","MI0016430"
chr3,85385761,85385782,+,"hsa-miR-5688","MI0019292"
chr3,87226240,87226260,-,"hsa-miR-4795-5p","MI0017442"
chr3,87226199,87226220,-,"hsa-miR-4795-3p","MI0017442"
chr3,96360006,96360029,+,"hsa-miR-8060","MI0025896"
chr3,99964325,99964347,-,"hsa-miR-3921","MI0016428"
chr3,103524085,103524106,-,"hsa-miR-548ab","MI0016752"
chr3,109602835,109602856,+,"hsa-miR-4445-5p","MI0016788"
chr3,109602871,109602891,+,"hsa-miR-4445-3p","MI0016788"
chr3,112112816,112112838,+,"hsa-miR-567","MI0003573"
chr3,112737140,112737160,+,"hsa-miR-9900","MI0031828"
chr3,113432128,113432151,-,"hsa-miR-8076","MI0025912"
chr3,113594883,113594904,+,"hsa-miR-4446-5p","MI0016789"
chr3,113594918,113594939,+,"hsa-miR-4446-3p","MI0016789"
chr3,114316535,114316554,-,"hsa-miR-568","MI0003574"
chr3,114743496,114743517,-,"hsa-miR-4796-5p","MI0017443"
chr3,114743452,114743473,-,"hsa-miR-4796-3p","MI0017443"
chr3,116850289,116850305,-,"hsa-miR-4447","MI0016790"
chr3,120084614,120084635,-,"hsa-miR-6529-5p","MI0039501"
chr3,120084575,120084596,-,"hsa-miR-6529-3p","MI0039501"
chr3,120395703,120395724,-,"hsa-miR-198","MI0000240"
chr3,121049684,121049705,+,"hsa-miR-5682","MI0019282"
chr3,123161799,123161819,+,"hsa-miR-7110-5p","MI0022961"
chr3,123161858,123161879,+,"hsa-miR-7110-3p","MI0022961"
chr3,124132949,124132972,+,"hsa-miR-5002-5p","MI0017868"
chr3,124132988,124133008,+,"hsa-miR-5002-3p","MI0017868"
chr3,124374408,124374427,+,"hsa-miR-6083","MI0020360"
chr3,124732486,124732507,+,"hsa-miR-544b","MI0014159"
chr3,125151475,125151496,-,"hsa-miR-5092","MI0017981"
chr3,125790493,125790514,-,"hsa-miR-548i","MI0006421"
chr3,127575305,127575326,-,"hsa-miR-6825-5p","MI0022670"
chr3,127575267,127575288,-,"hsa-miR-6825-3p","MI0022670"
chr3,127587158,127587176,-,"hsa-miR-7976","MI0025752"
chr3,128846872,128846891,+,"hsa-miR-12124","MI0039726"
chr3,129272151,129272173,+,"hsa-miR-6826-5p","MI0022671"
chr3,129272222,129272243,+,"hsa-miR-6826-3p","MI0022671"
chr3,131985901,131985922,-,"hsa-miR-5704","MI0019312"
chr3,134367836,134367857,-,"hsa-miR-6827-5p","MI0022672"
chr3,134367804,134367824,-,"hsa-miR-6827-3p","MI0022672"
chr3,134437836,134437857,+,"hsa-miR-4788","MI0017435"
chr3,151565904,151565924,-,"hsa-miR-5186","MI0018165"
chr3,159282700,159282720,+,"hsa-miR-3919","MI0016425"
chr3,160404607,160404628,+,"hsa-miR-15b-5p","MI0000438"
chr3,160404645,160404666,+,"hsa-miR-15b-3p","MI0000438"
chr3,160404754,160404775,+,"hsa-miR-16-5p","MI0000115"
chr3,160404797,160404818,+,"hsa-miR-16-2-3p","MI0000115"
chr3,164171523,164171544,-,"hsa-miR-1263","MI0006398"
chr3,168551875,168551896,+,"hsa-miR-551b-5p","MI0003575"
chr3,168551914,168551934,+,"hsa-miR-551b-3p","MI0003575"
chr3,170423108,170423129,+,"hsa-miR-6828-5p","MI0022673"
chr3,170423143,170423162,+,"hsa-miR-6828-3p","MI0022673"
chr3,171106679,171106699,-,"hsa-miR-569","MI0003576"
chr3,175369552,175369573,+,"hsa-miR-4789-5p","MI0017436"
chr3,175369590,175369610,+,"hsa-miR-4789-3p","MI0017436"
chr3,176515103,176515120,+,"hsa-miR-7977","MI0025753"
chr3,183886860,183886879,+,"hsa-miR-4448","MI0016791"
chr3,184241405,184241423,+,"hsa-miR-1224-5p","MI0003764"
chr3,184241469,184241489,+,"hsa-miR-1224-3p","MI0003764"
chr3,185253252,185253272,-,"hsa-miR-5588-5p","MI0019147"
chr3,185253210,185253228,-,"hsa-miR-5588-3p","MI0019147"
chr3,185767883,185767904,-,"hsa-miR-548aq-5p","MI0019130"
chr3,185767847,185767868,-,"hsa-miR-548aq-3p","MI0019130"
chr3,186786675,186786701,+,"hsa-miR-1248","MI0006383"
chr3,188688794,188688815,+,"hsa-miR-28-5p","MI0000086"
chr3,188688834,188688855,+,"hsa-miR-28-3p","MI0000086"
chr3,189829975,189829996,+,"hsa-miR-944","MI0005769"
chr3,195134551,195134574,-,"hsa-miR-3137","MI0014160"
chr3,195699460,195699481,+,"hsa-miR-570-3p","MI0003577"
chr3,195699425,195699446,+,"hsa-miR-570-5p","MI0003577"
chr3,195882371,195882390,-,"hsa-miR-6829-5p","MI0022674"
chr3,195882329,195882348,-,"hsa-miR-6829-3p","MI0022674"
chr3,197293919,197293939,-,"hsa-miR-4797-5p","MI0017444"
chr3,197293888,197293908,-,"hsa-miR-4797-3p","MI0017444"
chr3,197674498,197674520,-,"hsa-miR-922","MI0005714"
chr4,350217,350237,+,"hsa-miR-571","MI0003578"
chr4,1986403,1986423,-,"hsa-miR-943","MI0005768"
chr4,2250127,2250147,-,"hsa-miR-4800-5p","MI0017448"
chr4,2250091,2250109,-,"hsa-miR-4800-3p","MI0017448"
chr4,5923279,5923298,-,"hsa-miR-378d","MI0016749"
chr4,7310459,7310480,+,"hsa-miR-4798-5p","MI0017445"
chr4,7310496,7310517,+,"hsa-miR-4798-3p","MI0017445"
chr4,7460091,7460108,+,"hsa-miR-4274","MI0015884"
chr4,8005312,8005333,-,"hsa-miR-95-3p","MI0000097"
chr4,8005347,8005367,-,"hsa-miR-95-5p","MI0000097"
chr4,9556257,9556278,-,"hsa-miR-548i","MI0006422"
chr4,10078622,10078645,-,"hsa-miR-3138","MI0014161"
chr4,11368887,11368906,+,"hsa-miR-572","MI0003579"
chr4,11783185,11783206,+,"hsa-miR-12113","MI0039715"
chr4,13627875,13627897,+,"hsa-miR-5091","MI0017980"
chr4,20528299,20528319,+,"hsa-miR-218-5p","MI0000294"
chr4,20528342,20528363,+,"hsa-miR-218-1-3p","MI0000294"
chr4,21464738,21464758,-,"hsa-miR-7978","MI0025754"
chr4,22515316,22515339,+,"hsa-miR-12115","MI0039717"
chr4,24520252,24520275,-,"hsa-miR-573","MI0003580"
chr4,28819592,28819608,+,"hsa-miR-4275","MI0015883"
chr4,36426405,36426426,-,"hsa-miR-1255b-5p","MI0006435"
chr4,37241911,37241932,-,"hsa-miR-4801","MI0017449"
chr4,38868056,38868078,+,"hsa-miR-574-5p","MI0003581"
chr4,38868092,38868113,+,"hsa-miR-574-3p","MI0003581"
chr4,39411910,39411930,+,"hsa-miR-5591-5p","MI0019151"
chr4,39411954,39411974,+,"hsa-miR-5591-3p","MI0019151"
chr4,40502086,40502107,-,"hsa-miR-4802-5p","MI0017450"
chr4,40502051,40502073,-,"hsa-miR-4802-3p","MI0017450"
chr4,47652679,47652702,+,"hsa-miR-8053","MI0025889"
chr4,52712720,52712741,+,"hsa-miR-4449","MI0016792"
chr4,60922623,60922643,+,"hsa-miR-548ag","MI0016793"
chr4,66276890,66276911,+,"hsa-miR-1269a","MI0006406"
chr4,76573572,76573593,+,"hsa-miR-4450","MI0016795"
chr4,76575561,76575580,+,"hsa-miR-548ah-5p","MI0016796"
chr4,76575597,76575618,+,"hsa-miR-548ah-3p","MI0016796"
chr4,82753352,82753370,-,"hsa-miR-575","MI0003582"
chr4,85722515,85722531,+,"hsa-miR-4451","MI0016797"
chr4,86542485,86542507,-,"hsa-miR-4452","MI0016798"
chr4,87300505,87300527,-,"hsa-miR-5705","MI0019313"
chr4,98997434,98997454,+,"hsa-miR-3684","MI0016085"
chr4,101240805,101240825,-,"hsa-miR-8066","MI0025902"
chr4,101330365,101330387,-,"hsa-miR-1255a","MI0006389"
chr4,109488713,109488734,+,"hsa-miR-576-5p","MI0003583"
chr4,109488752,109488773,+,"hsa-miR-576-3p","MI0003583"
chr4,110860624,110860644,-,"hsa-miR-297","MI0005775"
chr4,112647915,112647936,-,"hsa-miR-367-5p","MI0000775"
chr4,112647877,112647898,-,"hsa-miR-367-3p","MI0000775"
